% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, further/more values", seed=1046063, Wed Oct  8 18:51:15 2025, <python>{}</python>
1 10 20.165958528997155 1.0000437509570452 1.0360525 1.0360525000000000e+00 1.2430833333333333 1.38808 0.11644666666666681 1.1706383333333334 nan   
2 20 20.30455456943573 1.2661251960848505 0.91815 9.1815000000000002e-01 1.0879858333333334 1.3601783333333333 0.17315416666666672 1.0358500000000002 nan   
3 30 22.46262693506731 1.2885437462729294 0.91445 9.1444999999999999e-01 1.0344 1.18967 0.21071000000000017 0.91815 nan   
4 40 25.259260837854765 1.4571227033137597 0.9107500000000001 9.1075000000000006e-01 1.0627083333333334 1.22644 0.25869999999999993 0.91815 nan   
5 50 26.874636162038946 1.6163615206337716 0.9107500000000001 9.1444999999999999e-01 0.9255500000000001 1.1279000000000001 0.14450000000000007 0.91445 nan   
6 60 28.741220331500514 1.742073393991383 0.9107500000000001 9.1444999999999999e-01 1.0359500000000001 1.40923 0.12745000000000006 0.91815 nan   
7 70 31.259033106993908 1.8121047182236367 0.9107500000000001 9.1444999999999999e-01 0.91815 1.0763875 0.1206708333333334 0.9152791666666668 nan   
8 80 36.62878703206101 1.921625319154751 0.9107500000000001 9.1444999999999999e-01 0.91445 1.0721916666666669 0.0037000000000000366 0.91445 nan   
9 90 40.050507855456395 2.1907588985650763 0.9107500000000001 9.1444999999999999e-01 0.9202583333333334 1.0394583333333334 0.01110000000000011 0.91445 nan   
10 100 42.14814929545148 2.3386607449373127 0.9107500000000001 9.1444999999999999e-01 0.91445 1.0545 0.0037000000000000366 0.91445 nan   
11 110 45.52790616763297 2.491820764253308 0.9107500000000001 9.1444999999999999e-01 0.91815 0.9255500000000001 0.01110000000000011 0.91445 nan   
12 120 41.93217832005673 2.680763954695755 0.9107500000000001 9.1444999999999999e-01 0.9255500000000001 1.1472 0.11780000000000013 0.91445 nan   
13 130 40.00146864859938 2.6603416192631575 0.9107500000000001 9.1444999999999999e-01 0.91445 0.9255500000000001 0.0037000000000000366 0.91445 nan   
14 140 37.749458570000385 2.6844491294700394 0.9107500000000001 9.1444999999999999e-01 0.91445 1.04115 0.01110000000000011 0.91445 nan   
15 150 35.18304038185992 2.731514039022748 0.9107500000000001 9.1444999999999999e-01 0.91445 1.0278 0.0 0.91445 nan   
16 160 33.82394277145962 2.8288878953517274 0.9107500000000001 9.1444999999999999e-01 0.91445 0.9419541666666668 0.0 0.91445 nan   
